Date,Asset_000001.SH,Asset_T.CFE,Asset_NH0100.NHF,Asset_SPX.GI,Asset_TY.CBT,Asset_CRB.RB
2018-04-01,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-02,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-03,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-04,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-05,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-06,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-07,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-08,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-09,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-10,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-11,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-12,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-13,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-14,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-15,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-16,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-17,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-18,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-19,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-20,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-21,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-22,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-23,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-24,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-25,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-26,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-27,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-28,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-29,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-04-30,0.179711495525795,0,0.189038592900563,0.0252600533495641,0.605989858224078,2.44379745706132E-018
2018-05-01,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-02,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-03,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-04,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-05,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-06,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-07,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
2018-05-08,0.131666763826159,1.35661626596001E-019,0.0645619985309138,0.0991157923678504,0.704655445275077,1.28310017516129E-017
